,RetornoSetor
2021-03-19,0.0
2021-03-22,-0.07683121977294806
2021-03-23,-0.09443727829334492
2021-03-24,-0.08190472920735681
2021-03-25,-0.006742793749238918
2021-03-26,0.286684066865768
2021-03-29,-0.17816556405811967
2021-03-30,0.006419711642795089
2021-03-31,0.037291474984204376
2021-04-01,0.10406815640764489
2021-04-05,-0.1401028464603974
2021-04-06,0.017937250414826966
2021-04-07,0.027900131488486354
2021-04-08,0.057619004022507525
2021-04-09,0.0027015477606644467
2021-04-12,-0.13291427620017793
2021-04-13,-0.015535952633746299
2021-04-14,-0.06575486506838013
2021-04-15,-0.008445924357947887
2021-04-16,0.1516183977145611
2021-04-19,-0.11242606555466739
2021-04-20,-0.012777752346462723
2021-04-21,-0.00506472426952409
2021-04-22,-0.014140271249136416
2021-04-23,0.16293747004379355
2021-04-26,0.003946715436575765
2021-04-27,-0.01916468253986847
2021-04-28,0.038076165518116545
2021-04-29,-0.025096455967538955
2021-04-30,-0.0400990763711806
2021-05-03,0.023723620747861718
2021-05-04,-0.003526432920855971
2021-05-05,-0.05561174637432609
2021-05-06,-0.036402585335470805
2021-05-07,-0.03277778625488281
2021-05-10,-0.05341759410262259
2021-05-11,0.027912682317882354
2021-05-12,-0.0035419935891019
2021-05-13,0.0041470145529125535
2021-05-14,0.02949852374598305
2021-05-17,0.0865328513188468
2021-05-18,0.13396629948191752
2021-05-19,0.05209306228992561
2021-05-20,0.08267015307273273
2021-05-21,-0.043282951239243084
2021-05-24,-0.08151941197329748
2021-05-25,0.07156129067939365
2021-05-26,0.1274935213419992
2021-05-27,-0.05500001173753
2021-05-28,-0.028896991993948684
2021-06-01,0.08759430423824677
2021-06-02,-0.02543351938373306
2021-06-03,-0.12574140727782068
2021-06-04,0.1501582814642639
2021-06-07,-0.083366135029181
2021-06-08,0.06006004507103379
2021-06-09,-0.011331395777866349
2021-06-10,-0.06590260295700712
2021-06-11,-0.03505693460819781
2021-06-14,-0.004087200305037175
2021-06-15,0.024623757440225047
2021-06-16,-0.06942587955555635
2021-06-17,0.035389754974567866
2021-06-18,-0.02956117325289287
2021-06-21,-0.03617326133281451
2021-06-22,0.06024687967182673
2021-06-23,0.08709831853931371
2021-06-24,0.010711225294155913
2021-06-25,0.015260729462609477
2021-06-28,-0.05970773526607076
2021-06-29,0.04351685267832561
2021-06-30,0.042553191489361764
2021-07-01,-0.00081634521484375
2021-07-02,0.02328430169456408
2021-07-06,-0.08662675219101446
2021-07-07,-0.10970272786710646
2021-07-08,-0.08443795531860443
2021-07-09,0.0911528577861398
2021-07-12,0.029975365679028698
2021-07-13,-0.03912212455351116
2021-07-14,-0.0248262172369772
2021-07-15,0.05346238172301576
2021-07-16,-0.043016011310973545
2021-07-19,0.040404099759346446
2021-07-20,-0.022815592815517816
2021-07-21,0.031296626645822556
2021-07-22,-0.011560682489023755
2021-07-23,-0.03460043742604613
2021-07-26,-0.06814742139648544
2021-07-27,0.04767069944523628
2021-07-28,0.03205785558392571
2021-07-29,0.02705415532545907
2021-07-30,-0.030243943377238902
2021-08-02,0.06237433253588631
2021-08-03,-0.03977273291710626
2021-08-04,-0.04043400268289077
2021-08-05,0.04881812988868384
2021-08-06,-0.04164627083902217
2021-08-09,0.012269927283794058
2021-08-10,0.012626263112781588
2021-08-11,-0.0847879760737612
2021-08-12,-0.0539509400837882
2021-08-13,-0.010944730839716808
2021-08-16,-0.06930696148922044
2021-08-17,-0.06132663143363159
2021-08-18,-0.1900000254313151
2021-08-19,-0.14320986220151366
2021-08-20,0.004803092360015082
2021-08-23,0.007648176234636761
2021-08-24,0.057874730444496425
2021-08-25,-0.05919281345223104
2021-08-26,-0.04385129153324474
2021-08-27,-0.05184441853771771
2021-08-30,0.030494211868922868
2021-08-31,0.06428572471218263
2021-09-01,0.1495684966728379
2021-09-02,0.07839871159313239
2021-09-03,-0.05568447409398725
2021-09-07,0.03439804053904694
2021-09-08,0.003167059500442271
2021-09-09,-0.02131021753258333
2021-09-10,-0.04032258188563265
2021-09-13,-0.14201677601331109
2021-09-14,-0.02448579814553775
2021-09-15,0.02911646192191997
2021-09-16,0.014634109124904704
2021-09-17,-0.012499919762975265
2021-09-20,-0.0662122955079063
2021-09-21,0.003128230708431934
2021-09-22,0.011434475882101669
2021-09-23,-0.02672140672555079
2021-09-24,0.016895442756128753
2021-09-27,-0.02596053967072187
2021-09-28,-0.024520308433317428
2021-09-29,-0.02732240551067433
2021-09-30,0.01910113298656735
2021-10-01,-0.0396912534498407
2021-10-04,-0.025258354312890807
2021-10-05,0.00588930413225186
2021-10-06,-0.02693203082713158
2021-10-07,0.05294820194528893
2021-10-08,-0.01714281354631697
2021-10-11,0.002325523628167181
2021-10-12,-0.016241339348193495
2021-10-13,0.061320812008739616
2021-10-14,-0.04444440205891931
2021-10-15,-0.015116291706338438
2021-10-18,-0.03659981226015285
2021-10-19,0.02818633581023744
2021-10-20,-0.0047675757111096395
2021-10-21,-0.016766507416387855
2021-10-22,-0.07917175302646395
2021-10-25,0.05952384781855513
2021-10-26,-0.08114857388189722
2021-10-27,-0.04755433400589404
2021-10-28,0.03994289926233763
2021-10-29,-0.11111110384335987
2021-11-01,0.04320990879385578
2021-11-02,-0.026627263177704807
2021-11-03,-0.007598740802043035
2021-11-04,-0.06278718393200489
2021-11-05,-0.05228753281177322
2021-11-08,0.06551717674264657
2021-11-09,0.0016181600581894882
2021-11-10,-0.008077575165211792
2021-11-11,0.08143322652646723
2021-11-12,0.003012045380823114
2021-11-15,-0.06156154006090919
