Date,RetornoSetor
2002-01-02,0.0
2002-01-03,0.01133840354264065
2002-01-04,0.02295746845966859
2002-01-07,0.0001525243696942496
2002-01-08,-0.0137618291350852
2002-01-09,-0.01135168075463657
2002-01-10,-0.0005619106319254953
2002-01-11,-0.003755732295897035
2002-01-14,-0.036221277358124256
2002-01-15,0.003768760888019787
2002-01-16,-0.017841200874844077
2002-01-17,0.014499779824196918
2002-01-18,-0.02103988900867564
2002-01-22,-0.020492441102865147
2002-01-23,0.00948789972868881
2002-01-24,0.01445622266056591
2002-01-25,0.00470605176356192
2002-01-28,0.016608441336815466
2002-01-29,-0.008421419685034704
2002-01-30,0.0013661229879324706
2002-01-31,0.008334895209465518
2002-02-01,-0.010195201367092187
2002-02-04,-0.034093584222016325
2002-02-05,0.00600393668026282
2002-02-06,-0.0024167459517530315
2002-02-07,-0.02523587197776219
2002-02-08,0.024802386337484394
2002-02-11,0.028756652458384158
2002-02-12,-0.014726629880719965
2002-02-13,0.013048154010330007
2002-02-14,-0.0167267356478458
2002-02-15,0.004330962184390647
2002-02-19,-0.005943886510181203
2002-02-20,0.0030564786510214772
2002-02-21,0.00027272629068688563
2002-02-22,0.009840358508593262
2002-02-25,-0.02304708372591846
2002-02-26,0.018043927477869322
2002-02-27,0.006960535953383076
2002-02-28,-0.0035931677271071653
2002-03-01,0.015572643287198377
2002-03-04,0.03476430134751178
2002-03-05,-0.01331226822206399
2002-03-06,0.017483110357756963
2002-03-07,-0.001083995212082588
2002-03-08,-0.00468633332862632
2002-03-11,0.017629310912542516
2002-03-12,0.009508609265525245
2002-03-13,-0.01343450184758855
2002-03-14,0.0033149928773590505
2002-03-15,-0.005342570764555476
2002-03-18,-0.0028608149286881287
2002-03-19,0.014385983849572086
2002-03-20,-0.02373177701555561
2002-03-21,0.01851721828933525
2002-03-22,-0.01261019010443608
2002-03-25,-0.013600151952819654
2002-03-26,0.026267786944198023
2002-03-27,0.022357633991907964
2002-03-28,0.011471499132374234
2002-04-01,-0.008700299138966437
2002-04-02,-0.012582604886434397
2002-04-03,-0.005536845774281348
2002-04-04,0.002918449255187894
2002-04-05,0.015062312238947296
2002-04-08,0.006867034712573652
2002-04-09,0.003909192868980296
2002-04-10,0.031179493045036068
2002-04-11,-0.0009453741427574029
2002-04-12,0.011199237361653873
2002-04-15,-0.012882675395364066
2002-04-16,0.011503568660901244
2002-04-17,-0.01692780822161611
2002-04-18,-0.005150758183517483
2002-04-19,-0.035703987978226694
2002-04-22,-0.027530824212794423
2002-04-23,-0.0016491975681139053
2002-04-24,-0.008307429302660018
2002-04-25,-0.004614234902595909
2002-04-26,-0.003055146469784054
2002-04-29,-0.0019362398539131255
2002-04-30,0.016309986398852946
2002-05-01,-0.009185695984917926
2002-05-02,0.02847472869054111
2002-05-03,0.0015678043380004088
2002-05-06,-0.017937818562901213
2002-05-07,0.00496540271517137
2002-05-08,0.012984041711060242
2002-05-09,-0.0027201628347388223
2002-05-10,-0.002401178202711801
2002-05-13,0.010024851477035725
2002-05-14,0.01883470247666882
2002-05-15,0.0035333308727400507
2002-05-16,0.0010876829227399092
2002-05-17,0.011509792751857808
2002-05-20,-0.005814843183128098
2002-05-21,0.009647672792601205
2002-05-22,0.011370824687796143
2002-05-23,0.009022992630010957
2002-05-24,-0.0076225023447981785
2002-05-28,-0.021197028745745954
2002-05-29,-0.005669818789827537
2002-05-30,0.0024796499650034855
2002-05-31,-0.0014257279091229322
2002-06-03,-0.015444944678122113
2002-06-04,0.0021503526834446285
2002-06-05,0.006655482424849362
2002-06-06,-0.01754562934135086
2002-06-07,0.006294812200843339
2002-06-10,0.005499681810115392
2002-06-11,-0.012920175623780358
2002-06-12,-0.0058411592395226615
2002-06-13,-0.008723118513286943
2002-06-14,-0.008575482569898098
2002-06-17,0.010038420160359786
2002-06-18,-0.005724574110329602
2002-06-19,0.0021886669140790457
2002-06-20,0.07121862292599859
2002-06-21,0.021690725759932254
2002-06-24,0.01998583871081705
2002-06-25,-0.00342070262913781
2002-06-26,-0.006502026698075141
2002-06-27,0.028455758218219614
2002-06-28,0.008744974924309541
2002-07-01,0.005412230234083875
2002-07-02,-0.013177361301042445
2002-07-03,-0.03143414052554234
2002-07-05,0.025687957820378443
2002-07-08,-0.013163387251545275
2002-07-09,-0.00020265452472520215
2002-07-10,-0.01797414976089689
2002-07-11,-0.011250250881131114
2002-07-12,-0.018068343221824854
2002-07-15,0.009031386589081519
2002-07-16,-0.0142338060592465
2002-07-17,-0.008365934051728401
2002-07-18,-0.018895070180500486
2002-07-19,-0.06017520153789949
2002-07-22,-0.03750026291411708
2002-07-23,-0.026248151435403596
2002-07-24,0.024450220782804528
2002-07-25,-0.007094686275638591
2002-07-26,0.029204601271839267
2002-07-29,0.06801483876816718
2002-07-30,-0.019005654017689486
2002-07-31,-0.02578607182497487
2002-08-01,-0.0003709656531508705
2002-08-02,-0.03996565144263754
2002-08-05,-0.05071785855416053
2002-08-06,0.03571060956876846
2002-08-07,0.012798037622384314
2002-08-08,0.007082126599086681
2002-08-09,0.008039787456693894
2002-08-12,0.007388509795138943
2002-08-13,-0.01954018031016308
2002-08-14,-0.010939625083410618
2002-08-15,0.002321684714841353
2002-08-16,0.0036004973412407967
2002-08-19,0.02203236034985897
2002-08-20,0.006706202884402773
2002-08-21,0.03610017414497223
2002-08-22,-0.006263068518631027
2002-08-23,-0.03539193726156462
2002-08-26,0.01389194204258216
2002-08-27,0.01923860251409405
2002-08-28,-0.02455867644519383
2002-08-29,-0.018093915811381454
