,RetornoSetor
2015-10-21,0.0
2015-10-22,0.031818181818181746
2015-10-23,-0.006519804967132448
2015-10-26,-0.024122039457013966
2015-10-27,-0.021265030423631814
2015-10-28,-0.03676879476956463
2015-10-29,-0.016387092570356643
2015-10-30,-0.0115640953997308
2015-11-02,0.05254811639584567
2015-11-03,-0.013187655214621952
2015-11-04,0.020236684554765905
2015-11-05,-0.03181132095674377
2015-11-06,0.013335883346059951
2015-11-09,0.014686256976574219
2015-11-10,0.015037579428341717
2015-11-11,0.006296299121997917
2015-11-12,-0.004048605448755183
2015-11-13,-0.0502586374665166
2015-11-16,-0.036770489265338324
2015-11-17,-0.010704883806597953
2015-11-18,-0.03470806000056237
2015-11-19,0.006768183229402647
2015-11-20,0.010084104460519328
2015-11-23,-0.04326126771715766
2015-11-24,0.0060869299847146055
2015-11-25,-0.013396692917851174
2015-11-27,0.00876043642609825
2015-11-30,0.006296072344414538
2015-12-01,0.027831735879076724
2015-12-02,-0.009026035068951166
2015-12-03,-0.003177244526382017
2015-12-04,0.031661662139584656
2015-12-07,-0.011534450409759756
2015-12-08,-0.007709996533466489
2015-12-09,0.0027299678922962922
2015-12-10,0.02575915271699114
2015-12-11,-0.0038791063390097857
2015-12-14,-0.03812257789402129
2015-12-15,0.013211142720073399
2015-12-16,0.01997898587133995
2015-12-17,-0.021030937273477823
2015-12-18,-0.02358885725953852
2015-12-21,0.022648818447730923
2015-12-22,-0.016663170598395727
2015-12-23,0.009223515980857133
2015-12-24,-0.006376179424552264
2015-12-28,-0.006844913258272078
2015-12-29,0.032306698043092386
2015-12-30,0.010014595017319383
2015-12-31,-0.008469321394431462
2016-01-04,0.0
2016-01-05,0.023211696623457678
2016-01-06,-0.029284428428328235
2016-01-07,-0.008922841972983764
2016-01-08,-0.07588426151633765
2016-01-11,0.006263058546532196
2016-01-12,0.006454559068756582
2016-01-13,-0.022675256113760093
2016-01-14,-0.01593617341594844
2016-01-15,-0.046915959560758336
2016-01-19,0.04122932764388687
2016-01-20,-0.042476523178383574
2016-01-21,0.01604008434018067
2016-01-22,0.032313703231614976
2016-01-25,-0.038470653628574825
2016-01-26,0.03006955849905313
2016-01-27,-0.020265383284116534
2016-01-28,-0.016005947207822002
2016-01-29,-0.0047547204970486145
2016-02-01,0.004023129131769387
2016-02-02,-0.12396696030823284
2016-02-03,0.060320201199655754
2016-02-04,0.048261011274286725
2016-02-05,-0.03034980125408171
2016-02-08,-0.04641909720384718
2016-02-09,-0.055354704763129536
2016-02-10,-0.020317981310678745
2016-02-11,-0.03817254103665968
2016-02-12,0.06718754768371582
2016-02-16,0.043923863337554936
2016-02-17,0.09677410380299079
2016-02-18,-0.008695656415764974
2016-02-19,-0.0064499486797220396
2016-02-22,0.03713322169573252
2016-02-23,-0.02503755719538936
2016-02-24,-0.009501770542718613
2016-02-25,0.003370522923096697
2016-02-26,-0.006201593636572467
2016-02-29,-0.012480487614731084
2016-03-01,0.039757823971304784
2016-03-02,0.0012661239537958835
2016-03-03,-0.0035407027417002634
2016-03-04,0.008629445162954275
2016-03-07,0.02164058277129577
2016-03-08,0.015271004184328476
2016-03-09,0.01965059521121315
2016-03-10,-0.010944541942248252
2016-03-11,0.028866989938632678
2016-03-14,-0.017068027459041457
2016-03-15,-0.014985752958976417
2016-03-16,0.020526406115749296
2016-03-17,0.010648385726748977
2016-03-18,-0.007258196329637756
2016-03-21,-0.008490580127263336
2016-03-22,-0.009039035676492668
2016-03-23,-0.023523752900282524
2016-03-24,0.011553618907995
2016-03-28,-0.0012151409454107531
2016-03-29,0.010219026745391213
2016-03-30,0.019026996792328443
2016-03-31,-0.014417409372542322
2016-04-01,-0.015587566282650789
2016-04-04,0.002436109395297592
2016-04-05,-0.02187123918605205
2016-04-06,0.028322966202445565
2016-04-07,-0.01787866331678667
2016-04-08,0.011808106376840932
2016-04-11,0.006078288196150972
2016-04-12,-0.0009666726557473471
2016-04-13,0.01475569927673015
2016-04-14,0.012634058871462628
2016-04-15,0.03507536945675671
2016-04-18,-0.0011372083322633841
2016-04-19,0.01935342268341378
2016-04-20,-0.00603083437576446
2016-04-21,-0.01977530490146595
2016-04-22,-0.014672155096744355
2016-04-25,-0.0004653433684664865
2016-04-26,0.025605267976272827
2016-04-27,-0.0022696841965824666
2016-04-28,0.02365789211070957
2016-04-29,0.01888885498046866
2016-05-02,-0.02878952538175683
2016-05-03,-0.0130248828263404
2016-05-04,-0.0004550729787594632
2016-05-05,-0.022763487208129596
2016-05-06,0.006988102374282379
2016-05-09,-0.007170977945260892
2016-05-10,0.01188262250671479
2016-05-11,-0.0062169112564223195
2016-05-12,-0.0006950597637379596
2016-05-13,0.012056583465936743
2016-05-16,-0.0006873446264681338
2016-05-17,-0.03530484040668769
2016-05-18,-0.005703461692572409
2016-05-19,-0.03154874976123956
2016-05-20,0.012586335532370097
2016-05-23,-0.022666349813421083
2016-05-24,0.030673401589463634
2016-05-25,0.016210939735354257
2016-05-26,-0.0023809160505022797
2016-05-27,0.0019092604640602584
2016-05-31,0.010719408476570047
2016-06-01,0.0025925196691112262
2016-06-02,0.023272163668623058
2016-06-03,-0.008040397058029725
2016-06-06,-0.004631791605510527
2016-06-07,0.03071195227740886
2016-06-08,-0.013543983847727592
2016-06-09,-0.004576676417568093
2016-06-10,-0.030804601208917037
2016-06-13,-0.018500919879504085
2016-06-14,-0.005558229490079669
2016-06-15,0.012150667836198004
2016-06-16,-0.00600240074048175
2016-06-17,0.017874343876701726
2016-06-20,0.02064544244152211
2016-06-21,-0.0095326636459514
