,RetornoSetor
2007-08-02,0.0
2007-08-03,-0.05970149253731338
2007-08-06,0.027301606677827328
2007-08-07,0.05067983185154268
2007-08-08,-0.029411764705882363
2007-08-09,-0.026060624556107914
2007-08-10,-0.02364655393013526
2007-08-13,-0.015296352934147219
2007-08-14,-0.036893184586474725
2007-08-15,-0.002688169458695655
2007-08-16,-0.03840968254470123
2007-08-17,-0.018920844365970302
2007-08-20,0.03714288984026237
2007-08-21,0.006887012716445318
2007-08-22,0.06976747371736836
2007-08-23,0.046035821689492495
2007-08-24,0.03484105584101016
2007-08-27,-0.023626675210867365
2007-08-28,-0.016938939807287445
2007-08-29,0.0
2007-08-30,0.006153869628906294
2007-08-31,0.010397557940525548
2007-09-04,-0.030871683701567783
2007-09-05,-0.030605856596692016
2007-09-06,-0.010309329662834377
2007-09-07,-0.04361979760869883
2007-09-10,-0.007488063976811676
2007-09-11,0.0020575948647580944
2007-09-12,0.02327174268156118
2007-09-13,-0.013377913833897748
2007-09-14,-0.012881327483613592
2007-09-17,-0.011675829079297541
2007-09-18,0.012508641223555552
2007-09-19,0.012354173572132867
2007-09-20,-0.021694894564353806
2007-09-21,-0.024948066717811246
2007-09-24,-0.011371702265989825
2007-09-25,-0.015097055388253122
2007-09-26,0.05328470847254719
2007-09-27,0.10741505227166148
2007-09-28,0.06070095422339272
2007-10-01,0.043067817662430175
2007-10-02,-0.007353001463307529
2007-10-03,-0.01310538759173474
2007-10-04,0.004041552890161837
2007-10-05,-0.030477216670425026
2007-10-08,-0.026097302380135745
2007-10-09,-0.03775882354922733
2007-10-10,0.014556993236336524
2007-10-11,-0.011228964283559795
2007-10-12,0.03596212499089946
2007-10-15,-0.02862364584926902
2007-10-16,-0.01191219953952183
2007-10-17,0.02474615380612266
2007-10-18,-0.006811065362300028
2007-10-19,-0.004987585586913923
2007-10-22,-0.013784477851063404
2007-10-23,0.0006353385658992572
2007-10-24,-0.03365077669658356
2007-10-25,0.0
2007-10-26,0.07161624045926239
2007-10-29,0.015941154959860926
2007-10-30,-0.02172604809787726
2007-10-31,-0.012954910322839686
2007-11-01,-0.02875000238418579
2007-11-02,-0.030888001506731766
2007-11-05,0.029880464590092526
2007-11-06,-0.04448746124276248
2007-11-07,-0.004723326333715527
2007-11-08,0.006779686879303526
2007-11-09,-0.013468064498437292
2007-11-12,-0.04027298390965861
2007-11-13,0.10241817478000881
2007-11-14,-0.012258037444083936
2007-11-15,-0.022207716738678163
2007-11-16,-0.022712100636146034
2007-11-19,0.003417648007091323
2007-11-20,0.05245228120450873
2007-11-21,0.0051779886533125374
2007-11-23,-0.0244687779120919
2007-11-26,-0.03564356273597147
2007-11-27,0.010951458237256073
2007-11-28,-0.046039288023064895
2007-11-29,0.021291709544783988
2007-11-30,-0.006254353748480157
2007-12-03,0.051748235052305754
2007-12-04,-0.07313832342152471
2007-12-05,0.01578194215575146
2007-12-06,-0.01341804960669013
2007-12-07,0.024337877314887457
2007-12-10,-0.01187980931579169
2007-12-11,-0.001414459496326459
2007-12-12,-0.05311614773928197
2007-12-13,0.05086015789052101
2007-12-14,0.019217046293522833
2007-12-17,-0.01885471437453612
2007-12-18,0.0
2007-12-19,0.01494662172926198
2007-12-20,0.0504908346281947
2007-12-21,0.03871835080802578
2007-12-24,0.025706915664731596
2007-12-26,-0.020050106144070656
2007-12-27,-0.021739139713833122
2007-12-28,0.0
2007-12-31,-0.004575205727181952
2008-01-02,0.0
2008-01-03,-0.01109661094519332
2008-01-04,-0.03630358091810326
2008-01-07,-0.05890414985489123
2008-01-08,-0.024745280804340353
2008-01-09,0.0
2008-01-10,0.005223929141142225
2008-01-11,-0.02969566178730454
2008-01-14,-0.031369537642336076
2008-01-15,-0.033965269380605845
2008-01-16,-0.047424361849158214
2008-01-17,0.08497860576903404
2008-01-18,-0.010284818901100112
2008-01-22,0.0039968177314200215
2008-01-23,-0.036624205635258256
2008-01-24,-0.006611563734210236
2008-01-25,-0.03078209859754344
2008-01-28,0.01287558601856098
2008-01-29,0.03813557643994514
2008-01-30,-0.004897993438097936
2008-01-31,-0.003281375162423883
2008-02-01,0.0329218588282536
2008-02-04,-0.007171326790443744
2008-02-05,0.035312967819921104
2008-02-06,0.025581390191052655
2008-02-07,-0.006802660773060132
2008-02-08,0.014459632832494629
2008-02-11,-0.02175543612249331
2008-02-12,0.021472372223182212
2008-02-13,-0.014264233088318257
2008-02-14,0.06626046290755316
2008-02-15,-0.0357142857142857
2008-02-19,0.030370359067563694
2008-02-20,0.002875626332984327
2008-02-21,0.020071665720398313
2008-02-22,0.008432947511854971
2008-02-25,0.01742160232433343
2008-02-26,0.0643835312207488
2008-02-27,0.03217509362301785
2008-02-28,-0.024937690110564348
2008-02-29,-0.024936082785270375
2008-03-03,-0.06426226506467725
2008-03-04,-0.04344784998910656
2008-03-05,0.006593417956269665
2008-03-06,0.0
2008-03-07,-0.052401697623601806
2008-03-10,-0.02764981549112766
2008-03-11,0.05371250500566038
2008-03-12,0.04272861231666791
2008-03-13,-0.004313405219306676
2008-03-14,-0.07581228605160806
2008-03-17,-0.02031251757871333
2008-03-18,0.0015949328408704222
2008-03-19,-0.08439493504802353
2008-03-20,0.1513043279233186
2008-03-24,0.04984893193516804
2008-03-25,-0.030215833656141777
2008-03-26,-0.04376848805261113
2008-03-27,-0.03878975847033306
2008-03-28,0.008070978613757829
2008-03-31,-0.01921535432475663
2008-04-01,0.02857145971181452
2008-04-02,0.022222200356674104
2008-04-03,-0.007764004703509797
2008-04-04,0.010954643681373888
