,RetornoSetor
2019-03-20,0.0
2019-03-21,-0.043040317192774125
2019-03-22,0.03540668825955717
2019-03-25,0.04436233913576304
2019-03-26,0.0663716802956289
2019-03-27,0.06804976612819558
2019-03-28,-0.047397021142300266
2019-03-29,0.055464872659589215
2019-04-01,0.08191657295133403
2019-04-02,0.0657142911638533
2019-04-03,0.0281501390178458
2019-04-04,0.003259464813397006
2019-04-05,-0.005847963000659595
2019-04-08,-0.026797375313785343
2019-04-09,-0.009402306252164427
2019-04-10,0.031186443264201502
2019-04-11,0.11768573026717122
2019-04-12,0.03588238884420947
2019-04-15,0.09085737755060476
2019-04-16,0.14523691038499242
2019-04-17,-0.2759090770374645
2019-04-18,-0.02573759193707592
2019-04-22,-0.06572167704115184
2019-04-23,0.06275861016635242
2019-04-24,-0.031148575404881473
2019-04-25,-0.020093783295561107
2019-04-26,0.14559125753788926
2019-04-29,-0.06801911263451166
2019-04-30,-0.12676053500274775
2019-05-01,-0.010263954530711493
2019-05-02,-0.02518519648799189
2019-05-03,0.0075988132696971356
2019-05-06,-0.04901965014968945
2019-05-07,-0.13402058892907365
2019-05-08,-0.017399316184080083
2019-05-09,-0.16029817210933572
2019-05-10,-0.07991123737387107
2019-05-13,-0.060313631158116054
2019-05-14,-0.011553293071709048
2019-05-15,0.07142859796867373
2019-05-16,-0.15393939162745618
2019-05-17,-0.17335244052156693
2019-05-20,-0.024263408483255366
2019-05-21,0.11012431135992085
2019-05-22,-0.0783999633789062
2019-05-23,-0.06250002069605642
2019-05-24,-0.020370394735505948
2019-05-28,0.013232546723281446
2019-05-29,-0.03171643135435542
2019-05-30,-0.00770712165934917
2019-05-31,-0.0834952033423414
2019-06-03,-0.04872881976635579
2019-06-04,0.0824054301241306
2019-06-05,-0.08436220431804486
2019-06-06,-0.04269653674764473
2019-06-07,0.01408449285348734
2019-06-10,0.01157400738678116
2019-06-11,0.05491996664540366
2019-06-12,-0.043384008744014046
2019-06-13,-0.024943233669678322
2019-06-14,-0.04418605785875285
2019-06-17,0.347931820409906
2019-06-18,-0.045126354101341803
2019-06-19,0.009451831965108237
2019-06-20,-0.003745314673225475
2019-06-21,-0.033834642738285736
2019-06-24,-0.04474708658518812
2019-06-25,0.008146631995133324
2019-06-26,0.026262650393963805
2019-06-27,0.033464582450214664
2019-06-28,0.0609524136497861
2019-07-01,-0.019748676862534897
2019-07-02,-0.04395608906200188
2019-07-03,-0.007662828249186293
2019-07-05,-0.02895745627435331
2019-07-08,0.0
2019-07-09,0.07554664448378579
2019-07-10,-0.02957483399720351
2019-07-11,-0.06666664850144155
2019-07-12,0.024489772086439876
2019-07-15,-0.01394425735604432
2019-07-16,-0.018181753377500387
2019-07-17,-0.03909466090550584
2019-07-18,-0.01070667878329945
2019-07-19,0.012987000923330161
2019-07-22,-0.07905980750653796
2019-07-23,0.016241339348193495
2019-07-24,-0.0022831572193035
2019-07-25,-0.02288327397056089
2019-07-26,-0.016393482897905765
2019-07-29,0.026190509169011333
2019-07-30,0.0
2019-07-31,-0.02552207307999743
2019-08-01,-0.014285701310552956
2019-08-02,-0.03381639396149072
2019-08-05,0.0025000572204589844
2019-08-06,0.014962578392737845
2019-08-07,0.056511058813936144
2019-08-08,0.011627839925551388
2019-08-09,-0.02758618119308165
2019-08-12,-0.016548503864241004
2019-08-13,0.0024039012616927646
2019-08-14,-0.023980792039083765
2019-08-15,0.0417689415937772
2019-08-16,0.04952831355733589
2019-08-19,0.0561797776888635
2019-08-20,0.03404262356220911
2019-08-21,0.008230444599618192
2019-08-22,0.020408143405366452
2019-08-23,0.018000030517578036
2019-08-26,-0.11591358249526161
2019-08-27,0.0022222730848524552
2019-08-28,-0.03215087592126842
2019-08-29,-0.012600190428998292
2019-08-30,0.006960605616389559
2019-09-03,0.00230409025186673
2019-09-04,0.057471265627790036
2019-09-05,0.0
2019-09-06,0.002173962845469779
2019-09-09,-0.04121476176088823
2019-09-10,0.020362025120903127
2019-09-11,0.05321502415481416
2019-09-12,-0.04000001204641246
2019-09-13,0.0307017254917461
2019-09-16,0.059574515142826856
2019-09-17,-0.008032120823258437
2019-09-18,-0.03441297051109704
2019-09-19,-0.0020963840848350346
2019-09-20,-0.0189075941723289
2019-09-23,0.010706576676843271
2019-09-24,-0.04661012711246704
2019-09-25,-0.0022222730848524552
2019-09-26,-0.03786182808968197
2019-09-27,-0.023148235531497363
2019-09-30,0.0047393322087359024
2019-10-01,-0.07311314176774342
2019-10-02,0.012722633961057772
2019-10-03,0.05025120811725392
2019-10-04,-0.01674633916242063
2019-10-07,-0.007299320884132654
2019-10-08,-0.007352875865728303
2019-10-09,0.02469133331433837
2019-10-10,-0.02168678325775364
2019-10-11,0.022167525580375935
2019-10-14,-0.002409693651091449
2019-10-15,-0.019323653692280396
2019-10-16,0.0517241480558257
2019-10-17,-0.016393482897905765
2019-10-18,-0.01190469432579655
2019-10-21,-0.026506055659419214
2019-10-22,-0.009900980750178201
2019-10-23,-0.019999980926513672
2019-10-24,0.012755089628354144
2019-10-25,-0.015113335603814892
2019-10-28,0.0
2019-10-29,0.017902795832784868
2019-10-30,0.002512560405862674
2019-10-31,-0.007518789804026538
2019-11-01,-0.010101000370632551
2019-11-04,0.04846940140881051
2019-11-05,-0.026764021883460276
2019-11-06,0.022500038146972656
2019-11-07,-0.0024450436451716184
2019-11-08,0.00980391240220757
2019-11-11,-0.03398055106173814
2019-11-12,-0.01256280202931348
2019-11-13,-0.010178107168846151
2019-11-14,-0.020565593821906702
2019-11-15,0.005249338904693701
